flag_row,repository,project,antipattern,relative_path,line_from,line_to,source_role,source_sha256,source_file_exists,in_source_manifest,source_frame_status,span_in_bounds,fragment_alignment,fragment_found_in_source_file
3196,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,298,298,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3197,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,302,302,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3198,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,307,307,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3199,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,319,319,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3200,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,458,458,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3201,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,466,466,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3202,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,474,474,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3203,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,479,479,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3204,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,487,487,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3205,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,493,493,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3206,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,524,524,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3207,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,587,587,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3208,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,595,595,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3209,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Poor Man's Search Engine,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,604,604,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3210,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,602,602,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3211,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,611,611,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3212,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,623,623,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3213,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,647,647,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3214,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,654,654,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3215,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowRepo.java,661,661,application/query source,1f3dcbbd4c0c39fc89b76fdce9e2b7041238448b3c8d8ecb297c79b2bfbdac73,true,true,src,true,trimmed_exact,true
3216,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowTriggerRepo.java,97,97,application/query source,e1ef4c448d865d31928e1a7b9616f53ffdb2fd537ca2a3194d33e6692ca2e260,true,true,src,true,trimmed_exact,true
3217,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowTriggerRepo.java,103,103,application/query source,e1ef4c448d865d31928e1a7b9616f53ffdb2fd537ca2a3194d33e6692ca2e260,true,true,src,true,trimmed_exact,true
3218,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowTriggerRepo.java,113,113,application/query source,e1ef4c448d865d31928e1a7b9616f53ffdb2fd537ca2a3194d33e6692ca2e260,true,true,src,true,trimmed_exact,true
3219,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowTriggerRepo.java,122,122,application/query source,e1ef4c448d865d31928e1a7b9616f53ffdb2fd537ca2a3194d33e6692ca2e260,true,true,src,true,trimmed_exact,true
3220,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowTriggerRepo.java,134,134,application/query source,e1ef4c448d865d31928e1a7b9616f53ffdb2fd537ca2a3194d33e6692ca2e260,true,true,src,true,trimmed_exact,true
3221,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowTriggerRepo.java,141,141,application/query source,e1ef4c448d865d31928e1a7b9616f53ffdb2fd537ca2a3194d33e6692ca2e260,true,true,src,true,trimmed_exact,true
3222,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowTriggerRepo.java,206,206,application/query source,e1ef4c448d865d31928e1a7b9616f53ffdb2fd537ca2a3194d33e6692ca2e260,true,true,src,true,trimmed_exact,true
3223,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowTriggerRepo.java,269,269,application/query source,e1ef4c448d865d31928e1a7b9616f53ffdb2fd537ca2a3194d33e6692ca2e260,true,true,src,true,trimmed_exact,true
3224,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowTriggerRepo.java,275,275,application/query source,e1ef4c448d865d31928e1a7b9616f53ffdb2fd537ca2a3194d33e6692ca2e260,true,true,src,true,trimmed_exact,true
3225,LianjiaTech/bella-workflow,LianjiaTech_bella-workflow,Implicit Columns,api/src/main/java/com/ke/bella/workflow/db/repo/WorkflowTriggerRepo.java,282,282,application/query source,e1ef4c448d865d31928e1a7b9616f53ffdb2fd537ca2a3194d33e6692ca2e260,true,true,src,true,trimmed_exact,true
3226,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Implicit Columns,lps_dev/src/main/java/repository/UsersRepository.java,24,24,application/query source,ec7e6ffa44feb6750f2f7850ed194732a0dff19509da55349802f0f2748dc512,true,true,src,true,trimmed_exact,true
3227,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Implicit Columns,lps_dev/src/main/java/repository/UsersRepository.java,30,30,application/query source,ec7e6ffa44feb6750f2f7850ed194732a0dff19509da55349802f0f2748dc512,true,true,src,true,trimmed_exact,true
3228,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Implicit Columns,lps_dev/src/main/java/repository/UsersRepository.java,37,37,application/query source,ec7e6ffa44feb6750f2f7850ed194732a0dff19509da55349802f0f2748dc512,true,true,src,true,trimmed_exact,true
3229,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,ID Required,lps_dev/src/main/jooq/com/example/generated/tables/JGroups.java,72,72,generated schema,c2b0fdb7e15344713ef5d5ee3290deb0f64a68a211b2927d8898201806b4671d,true,true,src,true,trimmed_exact,true
3230,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JGroups.java,87,87,generated schema,c2b0fdb7e15344713ef5d5ee3290deb0f64a68a211b2927d8898201806b4671d,true,true,src,true,trimmed_exact,true
3231,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JGroups.java,97,97,generated schema,c2b0fdb7e15344713ef5d5ee3290deb0f64a68a211b2927d8898201806b4671d,true,true,src,true,trimmed_exact,true
3232,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JGroups.java,82,82,generated schema,c2b0fdb7e15344713ef5d5ee3290deb0f64a68a211b2927d8898201806b4671d,true,true,src,true,trimmed_exact,true
3233,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JGroups.java,92,92,generated schema,c2b0fdb7e15344713ef5d5ee3290deb0f64a68a211b2927d8898201806b4671d,true,true,src,true,trimmed_exact,true
3234,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,ID Required,lps_dev/src/main/jooq/com/example/generated/tables/JGroupsRoles.java,70,70,generated schema,31c6f27c01fdf0a7f318c824f5e0b97a25b439c7540dd7830e6a2c37fffaffea,true,true,src,true,trimmed_exact,true
3235,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JGroupsRoles.java,90,90,generated schema,31c6f27c01fdf0a7f318c824f5e0b97a25b439c7540dd7830e6a2c37fffaffea,true,true,src,true,trimmed_exact,true
3236,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JGroupsRoles.java,100,100,generated schema,31c6f27c01fdf0a7f318c824f5e0b97a25b439c7540dd7830e6a2c37fffaffea,true,true,src,true,trimmed_exact,true
3237,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JGroupsRoles.java,85,85,generated schema,31c6f27c01fdf0a7f318c824f5e0b97a25b439c7540dd7830e6a2c37fffaffea,true,true,src,true,trimmed_exact,true
3238,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JGroupsRoles.java,95,95,generated schema,31c6f27c01fdf0a7f318c824f5e0b97a25b439c7540dd7830e6a2c37fffaffea,true,true,src,true,trimmed_exact,true
3239,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,ID Required,lps_dev/src/main/jooq/com/example/generated/tables/JPermissions.java,70,70,generated schema,7356102681634ea2bbd5353644df9dd4e359b6caeaf72fbcba65e89bea73197b,true,true,src,true,trimmed_exact,true
3240,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JPermissions.java,90,90,generated schema,7356102681634ea2bbd5353644df9dd4e359b6caeaf72fbcba65e89bea73197b,true,true,src,true,trimmed_exact,true
3241,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JPermissions.java,100,100,generated schema,7356102681634ea2bbd5353644df9dd4e359b6caeaf72fbcba65e89bea73197b,true,true,src,true,trimmed_exact,true
3242,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JPermissions.java,85,85,generated schema,7356102681634ea2bbd5353644df9dd4e359b6caeaf72fbcba65e89bea73197b,true,true,src,true,trimmed_exact,true
3243,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JPermissions.java,95,95,generated schema,7356102681634ea2bbd5353644df9dd4e359b6caeaf72fbcba65e89bea73197b,true,true,src,true,trimmed_exact,true
3244,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,ID Required,lps_dev/src/main/jooq/com/example/generated/tables/JRoles.java,72,72,generated schema,ce58706655bee9804d0258129eeaeeeeca56d50f6263676a6f8490e3aee05d03,true,true,src,true,trimmed_exact,true
3245,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JRoles.java,87,87,generated schema,ce58706655bee9804d0258129eeaeeeeca56d50f6263676a6f8490e3aee05d03,true,true,src,true,trimmed_exact,true
3246,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JRoles.java,97,97,generated schema,ce58706655bee9804d0258129eeaeeeeca56d50f6263676a6f8490e3aee05d03,true,true,src,true,trimmed_exact,true
3247,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JRoles.java,82,82,generated schema,ce58706655bee9804d0258129eeaeeeeca56d50f6263676a6f8490e3aee05d03,true,true,src,true,trimmed_exact,true
3248,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JRoles.java,92,92,generated schema,ce58706655bee9804d0258129eeaeeeeca56d50f6263676a6f8490e3aee05d03,true,true,src,true,trimmed_exact,true
3249,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,ID Required,lps_dev/src/main/jooq/com/example/generated/tables/JRolesPermissions.java,70,70,generated schema,4cdd8529db8b992cee5f17f5765dd500b3d77a9d3ea259a3b9f6613e0af44181,true,true,src,true,trimmed_exact,true
3250,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JRolesPermissions.java,90,90,generated schema,4cdd8529db8b992cee5f17f5765dd500b3d77a9d3ea259a3b9f6613e0af44181,true,true,src,true,trimmed_exact,true
3251,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JRolesPermissions.java,100,100,generated schema,4cdd8529db8b992cee5f17f5765dd500b3d77a9d3ea259a3b9f6613e0af44181,true,true,src,true,trimmed_exact,true
3252,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JRolesPermissions.java,85,85,generated schema,4cdd8529db8b992cee5f17f5765dd500b3d77a9d3ea259a3b9f6613e0af44181,true,true,src,true,trimmed_exact,true
3253,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JRolesPermissions.java,95,95,generated schema,4cdd8529db8b992cee5f17f5765dd500b3d77a9d3ea259a3b9f6613e0af44181,true,true,src,true,trimmed_exact,true
3254,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,ID Required,lps_dev/src/main/jooq/com/example/generated/tables/JUsers.java,70,70,generated schema,6a8947e8fd009506d46b0d9048a7433b4bed5b2cb6c95029ca8b20f36912185b,true,true,src,true,trimmed_exact,true
3255,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JUsers.java,95,95,generated schema,6a8947e8fd009506d46b0d9048a7433b4bed5b2cb6c95029ca8b20f36912185b,true,true,src,true,trimmed_exact,true
3256,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JUsers.java,105,105,generated schema,6a8947e8fd009506d46b0d9048a7433b4bed5b2cb6c95029ca8b20f36912185b,true,true,src,true,trimmed_exact,true
3257,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JUsers.java,90,90,generated schema,6a8947e8fd009506d46b0d9048a7433b4bed5b2cb6c95029ca8b20f36912185b,true,true,src,true,trimmed_exact,true
3258,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JUsers.java,100,100,generated schema,6a8947e8fd009506d46b0d9048a7433b4bed5b2cb6c95029ca8b20f36912185b,true,true,src,true,trimmed_exact,true
3259,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,ID Required,lps_dev/src/main/jooq/com/example/generated/tables/JUsersGroups.java,70,70,generated schema,484501af9de5cc27e30ef59f0244e68d7d0086a314f15fce4b748c7020a7ad71,true,true,src,true,trimmed_exact,true
3260,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JUsersGroups.java,90,90,generated schema,484501af9de5cc27e30ef59f0244e68d7d0086a314f15fce4b748c7020a7ad71,true,true,src,true,trimmed_exact,true
3261,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Keyless Entry,lps_dev/src/main/jooq/com/example/generated/tables/JUsersGroups.java,100,100,generated schema,484501af9de5cc27e30ef59f0244e68d7d0086a314f15fce4b748c7020a7ad71,true,true,src,true,trimmed_exact,true
3262,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JUsersGroups.java,85,85,generated schema,484501af9de5cc27e30ef59f0244e68d7d0086a314f15fce4b748c7020a7ad71,true,true,src,true,trimmed_exact,true
3263,Link-Profit-System/java_mvvm,Link-Profit-System_java_mvvm,Fear of the Unknown,lps_dev/src/main/jooq/com/example/generated/tables/JUsersGroups.java,95,95,generated schema,484501af9de5cc27e30ef59f0244e68d7d0086a314f15fce4b748c7020a7ad71,true,true,src,true,trimmed_exact,true
3264,LintaoAmons/java-jooq-runable-code,LintaoAmons_java-jooq-runable-code,ID Required,app/src/main/generated-jooq/jooq/setup/tables/City.java,57,57,generated schema,d764feeed98e1492c4f8838fe01c6ef8953654398e9d16cd996b27b93d9a6e77,true,true,src,true,trimmed_exact,true
3265,LintaoAmons/java-jooq-runable-code,LintaoAmons_java-jooq-runable-code,Rounding Errors,app/src/main/generated-jooq/jooq/setup/tables/Country.java,80,80,generated schema,1b436f6d1fdc041d2b3c101fc93a0f71848360d726ee7a0ce2b3a0de3048eb10,true,true,src,true,trimmed_exact,true
3266,LintaoAmons/java-jooq-runable-code,LintaoAmons_java-jooq-runable-code,Rounding Errors,app/src/main/generated-jooq/jooq/setup/tables/Country.java,95,95,generated schema,1b436f6d1fdc041d2b3c101fc93a0f71848360d726ee7a0ce2b3a0de3048eb10,true,true,src,true,trimmed_exact,true
3267,LintaoAmons/java-jooq-runable-code,LintaoAmons_java-jooq-runable-code,31 Flavors,app/src/main/generated-jooq/jooq/setup/tables/Country.java,70,70,generated schema,1b436f6d1fdc041d2b3c101fc93a0f71848360d726ee7a0ce2b3a0de3048eb10,true,true,src,true,trimmed_exact,true
3268,LintaoAmons/java-jooq-runable-code,LintaoAmons_java-jooq-runable-code,Keyless Entry,app/src/main/generated-jooq/jooq/setup/tables/CountryFlag.java,56,56,generated schema,56848ce15d093c4dea79742f1b22e4fe2a2af202bd48bb686ca7bcba7ba1e54d,true,true,src,true,trimmed_exact,true
3269,LintaoAmons/java-jooq-runable-code,LintaoAmons_java-jooq-runable-code,Rounding Errors,app/src/main/generated-jooq/jooq/setup/tables/CountryLanguage.java,72,72,generated schema,bae050479f5615212e6d98a91ac94989eb8292a2caa0385f2f1e105c97c5d560,true,true,src,true,trimmed_exact,true
3270,LintaoAmons/java-jooq-runable-code,LintaoAmons_java-jooq-runable-code,Implicit Columns,app/src/main/java/jooq/setup/App.java,15,15,application/query source,a6c46bd1225e583dbb1579de6372bcc2f2e31a01fa5c155c8ca8263b9c6f7fbc,true,true,src,true,trimmed_exact,true
3271,LintaoAmons/java-jooq-runable-code,LintaoAmons_java-jooq-runable-code,Implicit Columns,app/src/main/java/jooq/setup/usecases/GetSql.java,15,15,application/query source,663aabbe9c0a51148456d44a7d98cd191ed748b203cd3f45642fecaccdb99f98,true,true,src,true,archived_fragment_within_span,true
3272,LintaoAmons/java-jooq-runable-code,LintaoAmons_java-jooq-runable-code,Implicit Columns,app/src/main/java/jooq/setup/usecases/Query.java,29,29,application/query source,2f57845872b30f38a404f8635e68f0b5aecf9caa531cfbfb06447f5075065fee,true,true,src,true,trimmed_exact,true
3273,LintaoAmons/java-jooq-runable-code,LintaoAmons_java-jooq-runable-code,Implicit Columns,app/src/main/java/jooq/setup/usecases/Query.java,39,39,application/query source,2f57845872b30f38a404f8635e68f0b5aecf9caa531cfbfb06447f5075065fee,true,true,src,true,trimmed_exact,true
3274,LintaoAmons/java-jooq-runable-code,LintaoAmons_java-jooq-runable-code,Implicit Columns,app/src/main/java/jooq/setup/usecases/Query.java,59,59,application/query source,2f57845872b30f38a404f8635e68f0b5aecf9caa531cfbfb06447f5075065fee,true,true,src,true,trimmed_exact,true
3275,LintaoAmons/java-jooq-runable-code,LintaoAmons_java-jooq-runable-code,Implicit Columns,app/src/main/java/jooq/setup/usecases/Query.java,68,68,application/query source,2f57845872b30f38a404f8635e68f0b5aecf9caa531cfbfb06447f5075065fee,true,true,src,true,trimmed_exact,true
3276,LintaoAmons/java-jooq-runable-code,LintaoAmons_java-jooq-runable-code,Implicit Columns,app/src/main/java/jooq/setup/usecases/Query.java,137,137,application/query source,2f57845872b30f38a404f8635e68f0b5aecf9caa531cfbfb06447f5075065fee,true,true,src,true,trimmed_exact,true
3277,LogDS/SimulatorOrchestrator,LogDS_SimulatorOrchestrator,Rounding Errors,SimulatorBridger-core/src/main/java/uk/ncl/giacomobergami/utils/database/jooq/tables/Accuratebatteryinfo.java,66,66,generated schema,051adbb7e6dc0a03e6a76051008370fbd922a3a088611bf978fdb67144604696,true,true,src,true,trimmed_exact,true
3278,LogDS/SimulatorOrchestrator,LogDS_SimulatorOrchestrator,Rounding Errors,SimulatorBridger-core/src/main/java/uk/ncl/giacomobergami/utils/database/jooq/tables/Accuratebatteryinfo.java,76,76,generated schema,051adbb7e6dc0a03e6a76051008370fbd922a3a088611bf978fdb67144604696,true,true,src,true,trimmed_exact,true
3279,LogDS/SimulatorOrchestrator,LogDS_SimulatorOrchestrator,Rounding Errors,SimulatorBridger-core/src/main/java/uk/ncl/giacomobergami/utils/database/jooq/tables/Accuratebatteryinfo.java,81,81,generated schema,051adbb7e6dc0a03e6a76051008370fbd922a3a088611bf978fdb67144604696,true,true,src,true,trimmed_exact,true
3280,LogDS/SimulatorOrchestrator,LogDS_SimulatorOrchestrator,Rounding Errors,SimulatorBridger-core/src/main/java/uk/ncl/giacomobergami/utils/database/jooq/tables/AccuratebatteryinfoImport.java,58,58,generated schema,456e4fa9ca4eff5124033c860190abab6a32d10ef14a33912f442c913ab4b8a7,true,true,src,true,trimmed_exact,true
3281,LogDS/SimulatorOrchestrator,LogDS_SimulatorOrchestrator,Rounding Errors,SimulatorBridger-core/src/main/java/uk/ncl/giacomobergami/utils/database/jooq/tables/AccuratebatteryinfoImport.java,68,68,generated schema,456e4fa9ca4eff5124033c860190abab6a32d10ef14a33912f442c913ab4b8a7,true,true,src,true,trimmed_exact,true
3282,LogDS/SimulatorOrchestrator,LogDS_SimulatorOrchestrator,Rounding Errors,SimulatorBridger-core/src/main/java/uk/ncl/giacomobergami/utils/database/jooq/tables/AccuratebatteryinfoImport.java,73,73,generated schema,456e4fa9ca4eff5124033c860190abab6a32d10ef14a33912f442c913ab4b8a7,true,true,src,true,trimmed_exact,true
3283,LogDS/SimulatorOrchestrator,LogDS_SimulatorOrchestrator,Rounding Errors,SimulatorBridger-core/src/main/java/uk/ncl/giacomobergami/utils/database/jooq/tables/Applist.java,71,71,generated schema,460c04787af8090ca4056866f353d458094e8ffe32e6c5d665f60e68394815d0,true,true,src,true,trimmed_exact,true
3284,LogDS/SimulatorOrchestrator,LogDS_SimulatorOrchestrator,Rounding Errors,SimulatorBridger-core/src/main/java/uk/ncl/giacomobergami/utils/database/jooq/tables/Applist.java,86,86,generated schema,460c04787af8090ca4056866f353d458094e8ffe32e6c5d665f60e68394815d0,true,true,src,true,trimmed_exact,true
3285,LogDS/SimulatorOrchestrator,LogDS_SimulatorOrchestrator,Rounding Errors,SimulatorBridger-core/src/main/java/uk/ncl/giacomobergami/utils/database/jooq/tables/Applist.java,101,101,generated schema,460c04787af8090ca4056866f353d458094e8ffe32e6c5d665f60e68394815d0,true,true,src,true,trimmed_exact,true
3286,LogDS/SimulatorOrchestrator,LogDS_SimulatorOrchestrator,Rounding Errors,SimulatorBridger-core/src/main/java/uk/ncl/giacomobergami/utils/database/jooq/tables/Applist.java,106,106,generated schema,460c04787af8090ca4056866f353d458094e8ffe32e6c5d665f60e68394815d0,true,true,src,true,trimmed_exact,true
3287,LogDS/SimulatorOrchestrator,LogDS_SimulatorOrchestrator,Rounding Errors,SimulatorBridger-core/src/main/java/uk/ncl/giacomobergami/utils/database/jooq/tables/Applist.java,161,161,generated schema,460c04787af8090ca4056866f353d458094e8ffe32e6c5d665f60e68394815d0,true,true,src,true,trimmed_exact,true
